Annotation Cluster 1	Enrichment Score: 0.7134305611461967
UP_KW_MOLECULAR_FUNCTION	KW-0699~rRNA-binding	4	2.072538860103627	0.3040141223979449	7333047, 7333051, 7331783, 7333148	94	37	1781	2.0483036227717077	0.9999969024740257	1.0	1.0
GOTERM_MF_DIRECT	GO:0019843~rRNA binding	4	2.072538860103627	0.3555457141275461	7333047, 7333051, 7331783, 7333148	132	38	2353	1.8763955342902712	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:1990904~ribonucleoprotein complex	4	2.072538860103627	0.3933452575942733	7333047, 7333051, 7331783, 7333148	73	41	1312	1.7534246575342465	0.9975151558004893	1.0	1.0
GOTERM_CC_DIRECT	GO:0005840~ribosome	4	2.072538860103627	0.45366856623130714	7333047, 7333051, 7331783, 7333148	73	45	1312	1.5975646879756467	0.9992929106989055	1.0	1.0
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	4	2.072538860103627	0.5872318920012086	7333047, 7333051, 7331783, 7333148	132	54	2353	1.3204264870931537	1.0	1.0	1.0
KEGG_PATHWAY	ccs03010:Ribosome	4	2.072538860103627	0.6551089692739386	7333047, 7333051, 7331783, 7333148	69	60	1235	1.1932367149758454	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0006412~translation	4	2.072538860103627	0.6763719517091108	7333047, 7333051, 7331783, 7333148	79	62	1417	1.157207023274806	1.0	1.0	1.0

Annotation Cluster 6	Enrichment Score: 0.1406571647961937
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SMART	SM00388:HisKA	3	1.5544041450777202	0.5827154617606571	7331726, 7333481, 7330284	32	41	666	1.5228658536585367	0.9999999999435489	1.0	1.0
INTERPRO	IPR003661:HisK_dim/P	3	1.5544041450777202	0.6591433942502979	7331726, 7333481, 7330284	172	43	3317	1.34545700378583	1.0	1.0	1.0
INTERPRO	IPR004358:Sig_transdc_His_kin-like_C	3	1.5544041450777202	0.7067342435465801	7331726, 7333481, 7330284	172	47	3317	1.2309500247402276	1.0	1.0	1.0
INTERPRO	IPR036097:HisK_dim/P_sf	3	1.5544041450777202	0.7067342435465801	7331726, 7333481, 7330284	172	47	3317	1.2309500247402276	1.0	1.0	1.0
SMART	SM00387:HATPase_c	3	1.5544041450777202	0.7256232213380833	7331726, 7333481, 7330284	32	53	666	1.1780660377358492	0.9999999999999993	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:Histidine kinase	3	1.5544041450777202	0.7273196143814231	7331726, 7333481, 7330284	151	50	2976	1.1825165562913909	1.0	1.0	1.0
INTERPRO	IPR005467:His_kinase_dom	3	1.5544041450777202	0.7387073621906182	7331726, 7333481, 7330284	172	50	3317	1.1570930232558139	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0000155~phosphorelay sensor kinase activity	3	1.5544041450777202	0.7683198163352363	7331726, 7333481, 7330284	132	49	2353	1.0913729128014842	1.0	1.0	1.0
INTERPRO	IPR003594:HATPase_C	3	1.5544041450777202	0.7854116288197401	7331726, 7333481, 7330284	172	55	3317	1.0519027484143764	1.0	1.0	1.0
INTERPRO	IPR036890:HATPase_C_sf	3	1.5544041450777202	0.8688231318242121	7331726, 7333481, 7330284	172	67	3317	0.8635022561610552	1.0	1.0	1.0

